time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-14T11:06:05.130Z,39.4201667,-110.3038333,-2.72,2.13,md,7,198,0.01693,0.13,uu,uu60485562,2022-03-14T16:05:44.830Z,"16 km SSE of Sunnyside, Utah",earthquake,1.15,2.74,0.319,7,reviewed,uu,uu
2022-03-14T11:04:58.180Z,46.195,-122.19166666666666,3.77,0.33,ml,13,122,0.004814,0.08,uw,uw61822341,2022-03-14T15:55:00.710Z,"37 km NNE of Amboy, Washington",earthquake,0.33,0.54,0.09047223254400841,7,reviewed,uw,uw
2022-03-14T10:57:22.273Z,59.7853,-151.8213,66.8,1.5,ml,,,,0.24,ak,ak0223cwixmr,2022-03-14T10:59:08.618Z,"1 km NNE of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-03-14T10:53:23.890Z,19.1881675720215,-155.475006103516,34.3499984741211,2.16000009,md,44,86,,0.129999995,hv,hv72949587,2022-03-14T10:56:30.370Z,"1 km SSE of Pāhala, Hawaii",earthquake,0.51,0.720000029,1.88999999,18,automatic,hv,hv
2022-03-14T10:42:48.910Z,38.8071671,-122.8168335,3.2,0.35,md,10,76,0.009793,0.01,nc,nc73705371,2022-03-14T11:38:10.767Z,"6km WNW of The Geysers, CA",earthquake,0.38,0.84,,1,automatic,nc,nc
2022-03-14T10:39:18.500Z,38.8086662,-122.8238297,2.34,0.35,md,12,63,0.004183,0.02,nc,nc73705366,2022-03-14T11:12:14.501Z,"7km WNW of The Geysers, CA",earthquake,0.34,0.62,,1,automatic,nc,nc
2022-03-14T10:36:37.410Z,35.6513333,-117.5596667,7.6,0.77,ml,14,134,0.09648,0.1,ci,ci40207344,2022-03-14T19:15:27.097Z,"11km ENE of Ridgecrest, CA",earthquake,0.25,0.79,0.131,9,reviewed,ci,ci
2022-03-14T10:26:26.270Z,19.1696662902832,-155.479995727539,30.0599994659424,2.3,ml,42,94,,0.180000007,hv,hv72949572,2022-03-14T10:31:56.570Z,"3 km S of Pāhala, Hawaii",earthquake,0.54,0.99000001,0.21,6,automatic,hv,hv
2022-03-14T10:26:24.808Z,64.2514,-147.8877,10.8,1.7,ml,,,,0.42,ak,ak0223cwcamo,2022-03-14T10:30:20.398Z,"56 km WSW of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-14T10:01:53.236Z,-19.956,-70.9497,18.34,4.5,mb,,153,0.83,0.71,us,us6000h4e8,2022-03-14T22:03:22.608Z,"88 km WNW of Iquique, Chile",earthquake,5.7,5.8,0.205,7,reviewed,us,us
2022-03-14T09:57:38.593Z,61.6896,-150.9773,57.5,1.6,ml,,,,0.66,ak,ak0223cvxjab,2022-03-14T10:01:50.596Z,"29 km WNW of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-14T09:44:50.870Z,40.4425,-125.0096667,10.31,2.77,md,19,282,0.5139,0.18,nc,nc73705361,2022-03-15T04:37:13.057Z,"63km WNW of Petrolia, CA",earthquake,2.08,31.61,0.098,26,reviewed,nc,nc
2022-03-14T09:44:09.560Z,34.5353333,-118.123,10.05,0.66,ml,15,72,0.05167,0.09,ci,ci40207336,2022-03-14T23:15:55.589Z,"4km N of Vincent, CA",earthquake,0.22,0.38,0.132,6,reviewed,ci,ci
2022-03-14T09:41:23.126Z,13.952,119.4293,10,4.6,mb,,130,9.127,0.72,us,us6000h4ea,2022-03-14T10:58:41.040Z,"67 km W of Cabra, Philippines",earthquake,6,1.9,0.091,47,reviewed,us,us
2022-03-14T09:40:48.990Z,33.049,-116.216,6.41,1.73,ml,78,31,0.1138,0.2,ci,ci40207328,2022-03-14T23:18:11.350Z,"13km SW of Ocotillo Wells, CA",earthquake,0.13,0.62,0.163,24,reviewed,ci,ci
2022-03-14T09:39:26.330Z,37.6001667,-118.9105,5.53,1.04,md,17,93,0.01251,0.03,nc,nc73705356,2022-03-14T17:39:15.012Z,"7km SE of Mammoth Lakes, CA",earthquake,0.26,0.52,0.152,16,reviewed,nc,nc
2022-03-14T09:27:39.030Z,19.1650009155273,-155.487838745117,32.0099983215332,1.86,ml,42,112,,0.140000001,hv,hv72949527,2022-03-14T09:33:11.170Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.61,0.889999986,4.81,3,automatic,hv,hv
2022-03-14T09:23:00.300Z,33.0526667,-116.2083333,8.1,0.9,ml,24,111,0.1082,0.19,ci,ci40207312,2022-03-14T22:59:32.571Z,"12km SW of Ocotillo Wells, CA",earthquake,0.26,1.07,0.097,10,reviewed,ci,ci
2022-03-14T09:20:39.785Z,14.0635,119.4641,10,4.9,mb,,108,8.841,0.75,us,us6000h4e2,2022-03-14T09:46:21.040Z,"66 km WNW of Cabra, Philippines",earthquake,9.7,1.9,0.055,106,reviewed,us,us
2022-03-14T09:01:04.480Z,38.8258324,-122.8113327,1.4,0.35,md,9,85,0.002625,0.01,nc,nc73705351,2022-03-14T09:57:21.059Z,"7km NW of The Geysers, CA",earthquake,0.34,0.88,,1,automatic,nc,nc
2022-03-14T08:58:57.490Z,33.0518333,-116.2126667,8.1,1.36,ml,51,50,0.1102,0.18,ci,ci40207304,2022-03-14T22:53:54.230Z,"13km SW of Ocotillo Wells, CA",earthquake,0.15,0.7,0.159,20,reviewed,ci,ci
2022-03-14T08:51:39.709Z,-7.2945,129.4249,124.78,4.5,mb,,42,1.979,0.88,us,us6000h4dt,2022-03-14T11:01:28.040Z,"Kepulauan Babar, Indonesia",earthquake,8.3,9.1,0.156,12,reviewed,us,us
2022-03-14T08:50:01.850Z,33.0511667,-116.212,7.81,0.97,ml,37,70,0.1106,0.21,ci,ci40207296,2022-03-14T22:43:01.071Z,"13km SW of Ocotillo Wells, CA",earthquake,0.24,0.69,0.103,13,reviewed,ci,ci
2022-03-14T08:46:19.340Z,60.1075,-153.3683,144.4,1.9,ml,,,,0.57,ak,ak0223cv9pd0,2022-03-14T09:03:46.716Z,"53 km ESE of Port Alsworth, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-03-14T08:44:28.557Z,60.7919,-147.4637,30.2,2.3,ml,,,,0.52,ak,ak0223cv9alj,2022-03-14T08:46:27.327Z,"43 km W of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-14T08:43:57.920Z,33.0491667,-116.2095,7.78,1.56,ml,64,50,0.1118,0.18,ci,ci40207288,2022-03-14T22:36:40.710Z,"13km SW of Ocotillo Wells, CA",earthquake,0.14,0.78,0.191,23,reviewed,ci,ci
2022-03-14T08:41:11.772Z,18.5512,-102.3758,78.02,4.8,mb,,183,1.538,0.78,us,us6000h4dk,2022-03-14T20:03:21.408Z,"2 km N of Tumbiscatío de Ruiz, Mexico",earthquake,8.2,5.2,0.026,458,reviewed,us,us
2022-03-14T08:36:54.930Z,19.2281665802002,-155.374160766602,32.5800018310547,2.47,ml,49,153,,0.140000001,hv,hv72949502,2022-03-14T11:05:36.040Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.49,0.680000007,2.74,19,automatic,hv,hv
2022-03-14T08:28:20.615Z,-10.9344,166.4135,158.92,4.5,mb,,115,6.536,0.56,us,us6000h4dh,2022-03-14T10:55:51.040Z,"71 km ESE of Lata, Solomon Islands",earthquake,8.2,6.7,0.066,67,reviewed,us,us
2022-03-14T08:26:32.020Z,47.5815,-113.841,16.06,1.52,ml,17,136,0.129,0.19,mb,mb80540439,2022-03-14T14:53:47.410Z,"11 km WNW of Condon, Montana",earthquake,0.63,0.54,0.263,3,reviewed,mb,mb
2022-03-14T08:25:50.790Z,33.0576667,-116.2081667,10.11,0.65,ml,20,111,0.1034,0.17,ci,ci40207280,2022-03-14T22:18:03.034Z,"12km SW of Ocotillo Wells, CA",earthquake,0.25,0.68,0.05,6,reviewed,ci,ci
2022-03-14T08:22:03.930Z,41.8666667,-112.6046667,0.79,1.06,md,10,136,0.1542,0.14,uu,uu60485552,2022-03-14T15:19:10.610Z,"14 km SE of Snowville, Utah",earthquake,0.56,9.72,0.11,8,reviewed,uu,uu
2022-03-14T08:15:25.480Z,33.0518333,-116.2176667,5.76,1.72,ml,70,42,0.1117,0.23,ci,ci40207272,2022-03-14T22:09:27.010Z,"13km SW of Ocotillo Wells, CA",earthquake,0.16,0.96,0.155,23,reviewed,ci,ci
2022-03-14T08:14:43.640Z,33.3756667,-116.9523333,13.34,1.45,ml,65,23,0.06783,0.19,ci,ci40207264,2022-03-14T21:52:17.810Z,"8km WNW of Palomar Observatory, CA",earthquake,0.15,0.37,0.211,25,reviewed,ci,ci
2022-03-14T08:08:01.840Z,33.0488333,-116.215,7.68,1.08,ml,39,70,0.1137,0.19,ci,ci40207256,2022-03-14T21:39:37.870Z,"13km SW of Ocotillo Wells, CA",earthquake,0.2,0.64,0.142,14,reviewed,ci,ci
2022-03-14T08:04:22.520Z,33.0545,-116.2091667,8.96,0.91,ml,30,71,0.1067,0.19,ci,ci40207248,2022-03-14T21:15:53.586Z,"12km SW of Ocotillo Wells, CA",earthquake,0.26,0.7,0.133,14,reviewed,ci,ci
2022-03-14T07:51:16.310Z,33.0546667,-116.2138333,9,0.84,ml,21,70,0.1079,0.14,ci,ci40207240,2022-03-14T21:06:44.767Z,"12km SW of Ocotillo Wells, CA",earthquake,0.21,0.82,0.166,9,reviewed,ci,ci
2022-03-14T07:38:23.859Z,63.4998,-148.0079,16.4,1.4,ml,,,,0.19,ak,ak0223cumkc1,2022-03-14T07:39:56.890Z,"48 km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-14T07:15:38.828Z,36.8172,-115.9067,0,0.4,ml,7,227.18,0.109,0.211,nn,nn00835329,2022-03-14T22:41:32.009Z,"34 km NW of Indian Springs, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2022-03-14T07:06:28.857Z,61.0417,-152.3887,108.5,1,ml,,,,0.72,ak,ak0223cufprk,2022-03-14T07:28:19.217Z,"67 km W of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-14T07:06:09.290Z,38.7523333,-122.7218333,1.89,1.43,md,36,62,0.009544,0.09,nc,nc73705326,2022-03-15T04:22:14.965Z,"4km SW of Anderson Springs, CA",earthquake,0.2,0.38,0.099,12,reviewed,nc,nc
2022-03-14T07:00:55.810Z,19.1633338928223,-155.505661010742,36.5800018310547,1.94,ml,44,120,,0.119999997,hv,hv72949437,2022-03-14T07:06:26.990Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.59,0.800000012,5.19,3,automatic,hv,hv
2022-03-14T06:57:05.670Z,38.8284988,-122.8136673,2.33,0.5,md,18,57,0.005818,0.01,nc,nc73705321,2022-03-14T08:34:16.591Z,"8km NW of The Geysers, CA",earthquake,0.24,0.64,0.35,2,automatic,nc,nc
2022-03-14T06:53:19.590Z,19.1800003051758,-155.495666503906,35.0200004577637,2.1500001,md,37,147,,0.119999997,hv,hv72949427,2022-03-14T06:56:30.680Z,"Island of Hawaii, Hawaii",earthquake,0.79,0.99000001,1.85000002,6,automatic,hv,hv
2022-03-14T06:49:24.503Z,39.1302,-120.0281,9,0.2,ml,6,165.46,0.087,0.1334,nn,nn00835341,2022-03-15T02:37:52.975Z,"8 km SE of Dollar Point, California",earthquake,,3.1,0,1,reviewed,nn,nn
2022-03-14T06:48:48.819Z,39.114,-120.0458,10.4,0.1,ml,8,178.06,0.107,0.1594,nn,nn00835340,2022-03-15T02:37:46.754Z,"8 km NE of Tahoma, California",earthquake,,3.2,0.45,3,reviewed,nn,nn
2022-03-14T06:32:28.540Z,33.0523333,-116.2116667,7.4,1.08,ml,33,70,0.1094,0.19,ci,ci40207232,2022-03-14T21:00:27.461Z,"13km SW of Ocotillo Wells, CA",earthquake,0.22,0.78,0.173,16,reviewed,ci,ci
2022-03-14T06:30:02.880Z,33.051,-116.213,7.66,1.64,ml,64,43,0.1111,0.21,ci,ci40207224,2022-03-14T20:51:49.160Z,"13km SW of Ocotillo Wells, CA",earthquake,0.15,0.56,0.164,24,reviewed,ci,ci
2022-03-14T06:29:44.591Z,40.33,70.2061,10.85,4.5,mb,,49,0.542,0.64,us,us6000h4d4,2022-03-14T09:14:32.328Z,"19 km WNW of Konibodom, Tajikistan",earthquake,4.1,5.4,0.157,12,reviewed,us,us
2022-03-14T06:20:20.820Z,38.8286667,-122.8138351,2.25,0.36,md,13,73,0.006028,0.01,nc,nc73705316,2022-03-14T07:41:12.324Z,"8km NW of The Geysers, CA",earthquake,0.31,0.82,,1,automatic,nc,nc
2022-03-14T06:08:39.198Z,61.4775,-150.2013,41.2,1.5,ml,,,,0.21,ak,ak0223ctuqfj,2022-03-14T06:11:32.755Z,"14 km WSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-14T06:05:24.470Z,38.8186684,-122.8231659,1.9,0.36,md,10,83,0.01028,0.01,nc,nc73705311,2022-03-14T06:22:16.878Z,"7km NW of The Geysers, CA",earthquake,0.36,0.88,,1,automatic,nc,nc
2022-03-14T05:59:45.990Z,33.0506667,-116.2173333,6.72,2.16,ml,86,41,0.1127,0.22,ci,ci40207216,2022-03-14T20:38:37.710Z,"13km SW of Ocotillo Wells, CA",earthquake,0.13,0.59,0.266,23,reviewed,ci,ci
2022-03-14T05:44:50.050Z,36.7441,-116.2931,8.7,0.1,ml,10,91,0.049,0.0951,nn,nn00835328,2022-03-14T22:25:55.174Z,"45 km ESE of Beatty, Nevada",earthquake,,1.7,0.25,3,reviewed,nn,nn
2022-03-14T05:43:31.610Z,36.5785,-121.1833333,6.91,1.02,md,12,134,0.006987,0.05,nc,nc73705301,2022-03-15T01:31:14.991Z,"6km NW of Pinnacles, CA",earthquake,0.55,0.96,0.096,8,reviewed,nc,nc
2022-03-14T05:40:39.570Z,33.346,-115.784,3.32,2.06,ml,69,33,0.04299,0.18,ci,ci40207208,2022-03-14T19:18:10.980Z,"5km W of Bombay Beach, CA",earthquake,0.13,0.29,0.159,17,reviewed,ci,ci
2022-03-14T05:37:55.441Z,62.1,-151.44,83.8,2.3,ml,,,,0.52,ak,ak0223ctfjuy,2022-03-14T07:32:32.040Z,"12 km N of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-14T05:36:51.180Z,17.9743333333333,-66.9653333333333,12.44,2.41,md,23,166,,0.24,pr,pr71340143,2022-03-14T06:05:43.200Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.52,0.34,0.0956798726753445,5,reviewed,pr,pr
2022-03-14T05:35:20.802Z,14.0717,119.4302,10,4.8,mb,,110,8.838,0.56,us,us6000h4cz,2022-03-14T07:25:43.040Z,"69 km WNW of Cabra, Philippines",earthquake,4.9,1.8,0.06,87,reviewed,us,us
2022-03-14T05:30:16.640Z,38.8055,-122.8243332,2.32,0.25,md,11,71,0.005063,0.02,nc,nc73705291,2022-03-14T07:38:15.304Z,"7km WNW of The Geysers, CA",earthquake,0.42,0.86,0.11,2,automatic,nc,nc
2022-03-14T05:29:04.393Z,39.1568,-120.0117,12.2,-0.1,ml,3,224.67,0.065,0.0725,nn,nn00835338,2022-03-15T01:00:33.666Z,"7 km S of Crystal Bay, Nevada",earthquake,,5.2,0,1,reviewed,nn,nn
2022-03-14T04:59:33.420Z,36.0318333,-117.7716667,0.84,0.67,ml,10,93,0.008406,0.06,ci,ci40207192,2022-03-14T17:14:34.025Z,"16km E of Coso Junction, CA",earthquake,0.12,0.2,0.094,4,reviewed,ci,ci
2022-03-14T04:57:11.589Z,36.7314,-116.2086,5.6,0.2,ml,7,209.68,0.005,0.0695,nn,nn00835327,2022-03-14T22:16:37.750Z,"51 km WNW of Indian Springs, Nevada",earthquake,,1.7,0.14,4,reviewed,nn,nn
2022-03-14T04:57:10.980Z,33.705,-116.7853333,14.67,0.76,ml,36,68,0.05964,0.16,ci,ci40207184,2022-03-14T19:03:59.800Z,"7km WSW of Idyllwild, CA",earthquake,0.23,0.4,0.231,17,reviewed,ci,ci
2022-03-14T04:56:29.760Z,36.5901667,-121.1881667,5.5,1.26,md,21,124,0.01856,0.08,nc,nc73705286,2022-03-15T03:00:14.494Z,"8km NNW of Pinnacles, CA",earthquake,0.29,0.52,0.246,17,reviewed,nc,nc
2022-03-14T04:51:52.850Z,17.9123,-66.9085,10,3.3,md,25,200,0.0693,0.16,pr,pr2022073000,2022-03-14T12:08:32.090Z,"6 km S of Guánica, Puerto Rico",earthquake,0.57,0.48,0.23,17,reviewed,pr,pr
2022-03-14T04:49:20.053Z,36.1952,-115.4602,3.7,1.1,ml,18,85.74,0.118,0.1868,nn,nn00835307,2022-03-14T16:30:03.890Z,"14 km NW of Summerlin South, Nevada",earthquake,,3.3,1.13,6,reviewed,nn,nn
2022-03-14T04:47:25.777Z,63.001,-149.127,56.5,1.9,ml,,,,0.99,ak,ak0223csw73z,2022-03-14T05:00:29.322Z,"44 km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-14T04:43:21.010Z,38.8223343,-122.8036652,2.68,0.63,md,13,80,0.005117,0.02,nc,nc73705281,2022-03-14T05:00:15.360Z,"6km NW of The Geysers, CA",earthquake,0.32,0.78,,1,automatic,nc,nc
2022-03-14T04:43:13.610Z,17.9518333333333,-66.9161666666667,12.62,2.48,md,6,207,,0.08,pr,pr71340118,2022-03-14T06:13:00.650Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.79,0.56,0.104432349168812,4,reviewed,pr,pr
2022-03-14T04:40:20.976Z,38.5209,-119.4651,9.2,-0.1,ml,3,198.32,0.027,0.1505,nn,nn00835337,2022-03-15T00:57:26.354Z,"1 km ENE of Walker, California",earthquake,,6.5,0,1,reviewed,nn,nn
2022-03-14T04:37:13.653Z,62.0153,-150.7892,68.9,1,ml,,,,0.25,ak,ak0223csu00l,2022-03-14T14:59:34.910Z,"32 km E of Skwentna, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2022-03-14T04:35:48.550Z,38.5146667,-122.4303333,9.51,1.03,md,22,56,0.03301,0.14,nc,nc73705276,2022-03-15T09:47:16.853Z,"4km ENE of Saint Helena, CA",earthquake,0.29,0.52,0.327,17,reviewed,nc,nc
2022-03-14T04:31:12.670Z,36.5748333,-121.188,5.19,2.36,md,65,109,0.003761,0.14,nc,nc73705271,2022-03-15T02:20:14.292Z,"6km NW of Pinnacles, CA",earthquake,0.21,0.3,0.171,73,reviewed,nc,nc
2022-03-14T04:31:07.160Z,36.5751667,-121.1768333,5.52,2.6,md,20,114,0.007715,0.06,nc,nc73705266,2022-03-15T02:35:19.375Z,"6km NNW of Pinnacles, CA",earthquake,0.31,0.59,0.235,14,reviewed,nc,nc
2022-03-14T04:27:48.880Z,36.5825,-121.1808333,5.5,0.99,md,15,121,0.01139,0.07,nc,nc73705261,2022-03-14T23:30:14.217Z,"7km NNW of Pinnacles, CA",earthquake,0.4,0.32,0.096,11,reviewed,nc,nc
2022-03-14T04:17:49.796Z,60.8378,-147.5198,8.4,1.9,ml,,,,0.61,ak,ak0223cspthf,2022-03-14T04:20:40.403Z,"45 km W of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-14T04:10:46.130Z,36.596,-121.1811667,4.67,1.41,md,15,147,0.02449,0.1,nc,nc73705256,2022-03-15T01:12:15.972Z,"8km NNW of Pinnacles, CA",earthquake,0.44,1.02,0.119,8,reviewed,nc,nc
2022-03-14T04:10:03.460Z,17.8585,-66.9038333333333,12.52,2.41,md,9,250,,0.23,pr,pr71340113,2022-03-14T04:51:23.210Z,"12 km S of Guánica, Puerto Rico",earthquake,1.13,0.8,0.0900485957646109,5,reviewed,pr,pr
2022-03-14T04:09:24.970Z,36.586,-121.1828333,5.89,3.07,ml,73,54,0.01442,0.11,nc,nc73705251,2022-03-15T00:47:27.693Z,"7km NNW of Pinnacles, CA",earthquake,0.15,0.25,0.168,74,reviewed,nc,nc
2022-03-14T04:00:58.690Z,19.2036666870117,-155.509826660156,33.6100006103516,1.85000002,md,31,188,,0.159999996,hv,hv72949297,2022-03-14T04:04:39.350Z,"3 km W of Pāhala, Hawaii",earthquake,0.8,1.37,0.920000017,3,automatic,hv,hv
2022-03-14T03:54:03.390Z,38.7833328,-122.7419968,0.29,1.13,md,17,80,0.004121,0.04,nc,nc73705246,2022-03-14T05:11:22.423Z,"1km ENE of The Geysers, CA",earthquake,0.22,0.4,0.17,5,automatic,nc,nc
2022-03-14T03:53:09.430Z,35.8128333,-117.6246667,5.78,1.17,ml,20,74,0.02226,0.13,ci,ci40207152,2022-03-14T17:31:27.539Z,"20km WNW of Searles Valley, CA",earthquake,0.18,0.34,0.251,8,reviewed,ci,ci
2022-03-14T03:46:28.230Z,38.8341675,-122.8176651,0.93,0.36,md,10,59,0.01228,0.02,nc,nc73705241,2022-03-14T04:45:19.263Z,"8km NW of The Geysers, CA",earthquake,0.25,0.89,,1,automatic,nc,nc
2022-03-14T03:38:31.912Z,53.323,-166.8286,48.68,4.1,mb,,116,0.472,1.06,us,us6000h4ce,2022-03-14T14:57:07.772Z,"64 km SSW of Unalaska, Alaska",earthquake,8.4,6.2,0.081,42,reviewed,us,us
2022-03-14T03:08:47.784Z,0.0453,126.7332,54.18,4.7,mb,,68,0.96,0.8,us,us6000h4cc,2022-03-14T03:44:03.040Z,"109 km SW of Ternate, Indonesia",earthquake,3.9,5.4,0.077,52,reviewed,us,us
2022-03-14T02:54:47.550Z,38.8381667,-122.8243333,2.17,1.18,md,40,63,0.008721,0.04,nc,nc73705236,2022-03-14T22:26:12.807Z,"9km WNW of Cobb, CA",earthquake,0.14,0.2,0.098,10,reviewed,nc,nc
2022-03-14T02:52:12.060Z,35.8828333,-117.6961667,2.8,0.55,ml,14,74,0.07481,0.08,ci,ci40207136,2022-03-14T18:46:00.549Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.19,0.075,4,reviewed,ci,ci
2022-03-14T02:51:46.539Z,35.72316667,-98.82133333,6,1.38,ml,28,225,0.1331738667,0.33,ok,ok2022fbtx,2022-03-15T12:38:14.545Z,"7 km WSW of Thomas, Oklahoma",earthquake,,1.2,0.22,13,reviewed,ok,ok
2022-03-14T02:51:10.470Z,36.2943333,-89.4985,7.28,1.14,md,10,84,0.02932,0.06,nm,nm60376377,2022-03-14T12:38:11.130Z,"3 km NNW of Ridgely, Tennessee",earthquake,0.44,0.61,0.042,6,reviewed,nm,nm
2022-03-14T02:47:30.600Z,36.0216667,-117.8123333,1.34,0.47,ml,9,83,0.03832,0.06,ci,ci40207128,2022-03-14T17:12:29.014Z,"12km ESE of Coso Junction, CA",earthquake,0.13,0.26,0.162,5,reviewed,ci,ci
2022-03-14T02:43:32.310Z,40.3105,-124.7813333,7.8,1.88,md,14,312,0.3363,0.06,nc,nc73705231,2022-03-14T21:20:13.400Z,"42km W of Petrolia, CA",earthquake,0.67,0.65,0.016,5,reviewed,nc,nc
2022-03-14T02:41:49.517Z,59.9016,-152.7378,104.1,2.1,ml,,,,0.52,ak,ak0223cro3fk,2022-03-14T02:48:25.370Z,"52 km WNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-14T02:35:54.278Z,39.9817,-119.5717,8.2,0.8,ml,6,185.15,0.198,0.1787,nn,nn00835336,2022-03-15T00:54:18.616Z,"4 km NE of Sutcliffe, Nevada",earthquake,,8.2,0.55,5,reviewed,nn,nn
2022-03-14T02:34:50.510Z,17.9006666666667,-66.8056666666667,5.91,1.89,md,5,234,,0.23,pr,pr71340108,2022-03-14T04:39:01.770Z,"10 km S of Indios, Puerto Rico",earthquake,1.82,1.01,0.864443143932279,5,reviewed,pr,pr
2022-03-14T02:34:18.102Z,36.7872,-116.0017,8.5,0,ml,6,275.12,0.06,0.0484,nn,nn00835326,2022-03-14T22:13:29.533Z,"38 km NW of Indian Springs, Nevada",earthquake,,2.7,0.08,2,reviewed,nn,nn
2022-03-14T02:33:23.590Z,44.2773333,-114.7696667,7.16,1.87,ml,9,92,0.759,0.23,mb,mb80540434,2022-03-14T15:00:33.310Z,"15 km ENE of Stanley, Idaho",earthquake,0.57,3.76,0.26,6,reviewed,mb,mb
2022-03-14T02:22:31.834Z,20.4575,104.0849,20.48,4.5,mb,,313,0.879,0.53,us,us6000h4c9,2022-03-14T03:01:55.040Z,"Laos-Vietnam border region",earthquake,10.1,9.4,0.156,12,reviewed,us,us
2022-03-14T02:09:32.146Z,61.4451,-150.8784,60.3,1.5,ml,,,,0.45,ak,ak0223crh76m,2022-03-14T02:23:34.317Z,"22 km WSW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-14T02:08:15.480Z,33.3513333,-116.3491667,12.76,1.45,ml,42,61,0.0349,0.26,ci,ci37490677,2022-03-14T18:40:43.519Z,"11km NNE of Borrego Springs, CA",earthquake,0.28,0.69,0.075,12,reviewed,ci,ci
2022-03-14T02:08:08.690Z,33.3485,-116.3568333,12.57,1.54,ml,62,34,0.02336,0.2,ci,ci40207096,2022-03-14T18:41:50.370Z,"10km N of Borrego Springs, CA",earthquake,0.16,0.41,0.182,17,reviewed,ci,ci
2022-03-14T02:08:03.300Z,33.3551667,-116.342,11.85,0.92,ml,23,89,0.02805,0.12,ci,ci37490685,2022-03-14T18:40:08.515Z,"12km NNE of Borrego Springs, CA",earthquake,0.22,0.41,0.022,5,reviewed,ci,ci
2022-03-14T01:54:44.670Z,33.9768333,-116.965,15.18,1.11,ml,48,82,0.0568,0.14,ci,ci40207088,2022-03-14T18:09:31.530Z,"5km NNE of Beaumont, CA",earthquake,0.14,0.34,0.118,22,reviewed,ci,ci
2022-03-14T01:53:53.463Z,60.2213,-152.1231,75.3,1.7,ml,,,,0.47,ak,ak0223cr58qj,2022-03-14T02:05:33.016Z,"31 km NW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-14T01:15:46.766Z,42.6766,45.2641,10,4.5,mb,,83,0.788,1.22,us,us6000h4c4,2022-03-15T12:43:42.018Z,"Russia-Georgia border region",earthquake,4.8,1.9,0.078,48,reviewed,us,us
2022-03-14T01:11:06.040Z,33.1983333,-92.6478333,0.02,1.08,md,4,114,0.1309,0.17,nm,nm60147343,2022-03-14T18:19:39.291Z,"2 km ESE of El Dorado, Arkansas",earthquake,0.57,0.16,0.035,3,reviewed,nm,nm
2022-03-14T01:07:22.166Z,-5.4703,151.3268,84.74,5.1,mb,,58,9.412,1.07,us,us6000h4c0,2022-03-14T01:26:52.040Z,"132 km E of Kimbe, Papua New Guinea",earthquake,8.8,6.3,0.053,116,reviewed,us,us
2022-03-14T01:07:06.599Z,14.1765,119.3458,10,4.8,mb,,95,8.75,0.81,us,us6000h4by,2022-03-15T21:11:17.040Z,"82 km WNW of Cabra, Philippines",earthquake,9.9,1.8,0.072,59,reviewed,us,us
2022-03-14T00:56:37.350Z,34.5141667,-118.8363333,14.32,1.69,ml,35,40,0.1367,0.24,ci,ci40207072,2022-03-14T17:04:05.460Z,"12km NNW of Piru, CA",earthquake,0.31,0.59,0.108,12,reviewed,ci,ci
2022-03-14T00:53:36.522Z,61.5651,-149.8344,46.1,2,ml,,,,0.47,ak,ak0223cqjrt4,2022-03-14T01:17:58.176Z,"7 km S of Houston, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-14T00:28:18.240Z,36.5785,-121.1766667,5.72,2.08,md,60,65,0.009771,0.07,nc,nc73705216,2022-03-14T20:30:15.065Z,"6km NNW of Pinnacles, CA",earthquake,0.13,0.2,0.225,54,reviewed,nc,nc
2022-03-14T00:24:59.950Z,41.5081667,-112.1711667,4.17,0.46,md,7,170,0.1012,0.05,uu,uu60485547,2022-03-14T15:34:39.040Z,"6 km SW of Corinne, Utah",earthquake,0.41,1.73,0.212,5,reviewed,uu,uu
