time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-13T02:48:43.090Z,34.0263333,-117.1573333,11.21,0.83,ml,25,167,0.0384,0.13,ci,ci40206440,2022-03-15T00:18:20.197Z,"4km SE of Redlands, CA",earthquake,0.28,0.46,0.16,19,reviewed,ci,ci
2022-03-13T02:43:38.110Z,38.4773333,-119.5295,2.99,2.28,md,14,57,0.07654,0.08,nc,nc73704881,2022-03-14T20:22:14.368Z,"6km SW of Walker, CA",earthquake,0.33,1.18,0.294,29,reviewed,nc,nc
2022-03-13T02:40:11.410Z,45.849,-111.957,12.3,0.56,ml,8,169,0.056,0.1,mb,mb80540484,2022-03-14T17:32:40.260Z,"1 km SSW of Cardwell, Montana",earthquake,1.76,1.52,0.368,3,reviewed,mb,mb
2022-03-13T02:38:58.970Z,34.1426667,-117.4543333,7.05,1.03,ml,33,48,0.04489,0.14,ci,ci40206432,2022-03-15T00:13:32.079Z,"5km N of Fontana, CA",earthquake,0.21,0.36,0.125,21,reviewed,ci,ci
2022-03-13T02:38:50.260Z,37.515,-118.8601667,7.42,1.22,md,16,160,0.07886,0.05,nc,nc73704876,2022-03-13T17:43:15.158Z,"17km WSW of Toms Place, CA",earthquake,0.39,0.93,0.043,11,reviewed,nc,nc
2022-03-13T02:23:23.870Z,44.1596667,-110.2876667,11.12,0.85,md,11,132,0.1578,0.13,uu,uu60485512,2022-03-14T14:56:28.380Z,"65 km NNE of Kelly, Wyoming",earthquake,0.45,1.63,0.16,6,reviewed,uu,uu
2022-03-13T02:19:13.645Z,60.7487,-148.5381,12,1.9,ml,,,,0.55,ak,ak0223b3zyf2,2022-03-13T02:21:54.122Z,"8 km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-13T02:18:35.100Z,33.9865,-116.6968333,21.83,0.31,ml,12,100,0.06589,0.19,ci,ci37402540,2022-03-15T13:48:17.507Z,"11km NE of Cabazon, CA",earthquake,0.54,1.16,0.032,8,reviewed,ci,ci
2022-03-13T02:18:24.650Z,33.969,-116.6961667,15.94,0.71,ml,37,63,0.08008,0.13,ci,ci40206416,2022-03-14T21:10:56.383Z,"10km NE of Cabazon, CA",earthquake,0.17,0.46,0.129,16,reviewed,ci,ci
2022-03-13T02:08:16.550Z,35.478,-96.72433333,6.44,1.18,ml,41,42,0.1817643316,0.18,ok,ok2022ezwy,2022-03-14T16:58:31.158Z,"3 km WSW of Prague, Oklahoma",earthquake,,0.5,0.12,10,reviewed,ok,ok
2022-03-13T01:56:21.932Z,62.4137,-148.5349,15.3,1.3,ml,,,,0.74,ak,ak0223b3mgwu,2022-03-13T02:03:33.670Z,"68 km N of Chickaloon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-13T01:56:20.250Z,17.9525,-67.0515,14.6,1.94,md,4,233,,0.05,pr,pr71339943,2022-03-13T03:37:12.180Z,"2 km SSW of La Parguera, Puerto Rico",earthquake,0.84,0.88,0.0433682533704955,4,reviewed,pr,pr
2022-03-13T01:50:37.750Z,40.4431667,-124.2195,26.59,2.36,md,28,78,0.07971,0.09,nc,nc73704861,2022-03-13T22:25:15.860Z,"11km WSW of Rio Dell, CA",earthquake,0.29,0.41,0.198,19,reviewed,nc,nc
2022-03-13T01:49:41.776Z,63.6221,-150.7188,2.2,1.6,ml,,,,0.91,ak,ak0223b3l0gw,2022-03-13T02:01:56.961Z,"50 km E of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-13T01:48:33.680Z,36.0358333,-117.7755,1.87,0.95,ml,17,77,0.01346,0.1,ci,ci40206392,2022-03-14T15:18:35.354Z,"16km E of Coso Junction, CA",earthquake,0.13,0.13,0.172,6,reviewed,ci,ci
2022-03-13T01:47:19.181Z,37.3125,-115.0301,7.8,1.3,ml,8,199.09,0.765,0.2499,nn,nn00835275,2022-03-13T01:50:53.809Z,"13 km ESE of Alamo, Nevada",earthquake,,2.6,0.17,4,automatic,nn,nn
2022-03-13T01:44:28.848Z,63.0484,-150.2809,101.6,1.1,ml,,,,0.47,ak,ak0223b3jww4,2022-03-13T01:57:21.941Z,"66 km NNE of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-13T01:44:13.950Z,19.1651668548584,-155.48616027832,33.0400009155273,2.20000005,md,26,206,,0.150000006,hv,hv72948262,2022-03-13T01:47:32.160Z,"4 km S of Pāhala, Hawaii",earthquake,0.91,0.790000021,2.20000005,4,automatic,hv,hv
2022-03-13T01:33:46.890Z,59.8113,-153.8889,179.5,2.1,ml,,,,0.87,ak,ak0223b3hm00,2022-03-13T01:52:17.799Z,"12 km ENE of Pedro Bay, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-03-13T01:32:10.260Z,33.4808333,-116.5706667,13.74,0.35,ml,18,125,0.02976,0.12,ci,ci37402532,2022-03-14T21:04:16.397Z,"13km SE of Anza, CA",earthquake,0.32,0.5,0.289,5,reviewed,ci,ci
2022-03-13T01:31:54.510Z,33.2833333,-116.7528333,16.6,1.15,ml,49,36,0.04749,0.19,ci,ci40206376,2022-03-14T20:45:02.161Z,"5km NNE of Lake Henshaw, CA",earthquake,0.2,0.52,0.184,29,reviewed,ci,ci
2022-03-13T01:31:50.530Z,33.478,-116.572,13.05,0.67,ml,30,59,0.03024,0.14,ci,ci40206368,2022-03-13T16:46:59.884Z,"13km SE of Anza, CA",earthquake,0.22,0.34,0.281,8,reviewed,ci,ci
2022-03-13T01:28:52.630Z,60.0173333333333,-153.089,1.87,-0.58,ml,4,158,,0.04,av,av91511046,2022-03-14T17:17:01.240Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.57,3.09,0.196052986671588,4,reviewed,av,av
2022-03-13T01:26:02.410Z,33.4578333,-116.5881667,11.07,0.78,ml,42,44,0.03859,0.18,ci,ci40206344,2022-03-13T16:32:26.924Z,"13km SE of Anza, CA",earthquake,0.2,0.39,0.134,13,reviewed,ci,ci
2022-03-13T01:22:03.812Z,61.7568,-149.886,32.8,1.5,ml,,,,0.74,ak,ak0223b3f57b,2022-03-13T01:32:51.135Z,"8 km E of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-13T01:21:59.350Z,38.8349991,-122.807663,2.38,0.85,md,11,67,0.01174,0.01,nc,nc73704851,2022-03-13T02:09:16.509Z,"8km W of Cobb, CA",earthquake,0.37,1.43,,1,automatic,nc,nc
2022-03-13T01:19:45.270Z,34.0276667,-117.1535,10.2,0.78,ml,39,98,0.035,0.16,ci,ci40206336,2022-03-14T20:35:35.940Z,"4km SE of Redlands, CA",earthquake,0.2,0.43,0.123,10,reviewed,ci,ci
2022-03-13T01:14:53.066Z,60.591,-151.8576,76.2,0.9,ml,,,,0.24,ak,ak0223b3dja2,2022-03-13T01:27:40.952Z,"29 km W of Salamatof, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-03-13T01:12:34.100Z,32.334,-115.3018333,5.76,2.39,ml,18,141,0.0853,0.27,ci,ci40206328,2022-03-14T20:21:27.763Z,"10km WSW of Delta, B.C., MX",earthquake,0.58,1.27,0.177,39,reviewed,ci,ci
2022-03-13T01:11:43.840Z,46.6165,-119.84916666666666,6.34,1.22,ml,15,143,0.05815,0.08,uw,uw61822161,2022-03-14T17:27:43.150Z,"8 km SE of Desert Aire, Washington",earthquake,0.33,0.18,0.17191855205463247,11,reviewed,uw,uw
2022-03-13T01:11:03.702Z,22.6979,94.5421,108.51,4.5,mb,,63,3.009,0.88,us,us6000h43x,2022-03-13T01:32:30.040Z,"89 km NW of Monywa, Myanmar",earthquake,10.2,7.4,0.075,55,reviewed,us,us
2022-03-13T01:10:53.348Z,61.7554,-150.726,56.2,2,ml,,,,0.66,ak,ak0223b3cof5,2022-03-13T01:23:10.615Z,"26 km NNW of Susitna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-13T01:10:47.290Z,38.815834,-122.7935028,1.85,1.1,md,18,52,0.007979,0.16,nc,nc73704846,2022-03-13T01:43:14.342Z,"5km NW of The Geysers, CA",earthquake,0.48,0.72,0.22,4,automatic,nc,nc
2022-03-13T00:56:41.950Z,61.9598,-150.9172,66.9,1.5,ml,,,,0.43,ak,ak0223b312vl,2022-03-13T01:03:18.938Z,"25 km E of Skwentna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-03-13T00:42:09.410Z,19.1976661682129,-155.390670776367,33.1300010681152,2.4,ml,42,161,,0.129999995,hv,hv72948222,2022-03-13T00:47:39.250Z,"9 km E of Pāhala, Hawaii",earthquake,0.6,0.769999981,0.58,3,automatic,hv,hv
2022-03-13T00:40:32.760Z,18.009,-66.8411666666667,16.73,1.51,md,6,158,,0.15,pr,pr71339948,2022-03-13T05:01:36.110Z,"2 km NW of Indios, Puerto Rico",earthquake,3.12,1.49,0.129176171634354,6,reviewed,pr,pr
2022-03-13T00:10:05.012Z,64.9891,-147.3609,1.1,1.7,ml,,,,0.57,ak,ak0223b2r53m,2022-03-13T00:23:06.970Z,"12 km ENE of Fox, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-13T00:03:18.262Z,38.1409,-118.0311,1.8,1.3,ml,8,142.84,0.056,0.1177,nn,nn00835271,2022-03-13T00:07:12.866Z,"28 km SSE of Mina, Nevada",earthquake,,2.4,0.35,4,automatic,nn,nn
2022-03-13T00:02:29.898Z,23.7098,-86.6665,13.04,4.6,mb,,106,3.485,0.61,us,us6000h43m,2022-03-13T00:44:29.919Z,"252 km NNE of Isla Holbox, Mexico",earthquake,7.2,5,0.193,8,reviewed,us,us
2022-03-13T00:01:42.000Z,15.1085,-93.8542,53.62,5.3,mww,,75,2.024,1.1,us,us6000h43k,2022-03-13T16:58:47.341Z,"81 km WSW of El Palmarcito, Mexico",earthquake,6.6,6.1,0.066,22,reviewed,us,us
2022-03-12T23:50:25.360Z,34.0223333,-117.1555,9.6,1.4,ml,63,66,0.03811,0.15,ci,ci40206296,2022-03-14T18:31:33.760Z,"4km SE of Redlands, CA",earthquake,0.14,0.27,0.142,49,reviewed,ci,ci
2022-03-12T23:47:56.900Z,38.7703323,-122.7356644,1.48,0.38,md,9,97,0.01214,0.01,nc,nc73704841,2022-03-13T00:26:15.830Z,"2km ESE of The Geysers, CA",earthquake,0.36,0.62,,1,automatic,nc,nc
2022-03-12T23:45:17.310Z,34.0236667,-117.155,9.75,1.17,ml,54,66,0.03728,0.2,ci,ci40206288,2022-03-14T18:14:51.157Z,"4km SE of Redlands, CA",earthquake,0.2,0.43,0.107,37,reviewed,ci,ci
2022-03-12T23:44:25.850Z,34.0175,-117.2156667,14.54,1.12,ml,44,80,0.08761,0.15,ci,ci40206280,2022-03-14T17:54:08.560Z,"5km SW of Redlands, CA",earthquake,0.18,0.41,0.168,24,reviewed,ci,ci
2022-03-12T23:39:17.294Z,61.0709,-152.2456,96.2,1.6,ml,,,,0.48,ak,ak02239t30cx,2022-03-12T23:42:03.105Z,"Southern Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-03-12T23:35:11.790Z,34.0243333,-117.1566667,9.41,0.82,ml,27,121,0.0384,0.15,ci,ci40206272,2022-03-14T17:15:19.986Z,"4km SE of Redlands, CA",earthquake,0.24,0.59,0.171,14,reviewed,ci,ci
2022-03-12T23:27:40.150Z,38.5755,-112.5448333,1.64,0.55,md,8,172,0.0837,0.05,uu,uu60485502,2022-03-14T16:00:03.750Z,"26 km SSW of Kanosh, Utah",earthquake,1.2,31.61,0.199,5,reviewed,uu,uu
2022-03-12T23:20:48.449Z,26.9005,126.5137,21.68,4.3,mb,,65,1.572,0.5,us,us6000h43i,2022-03-12T23:51:41.040Z,"139 km WNW of Naha, Japan",earthquake,5.7,5.9,0.125,18,reviewed,us,us
2022-03-12T22:56:26.374Z,61.9769,-149.8189,34.1,1.3,ml,,,,0.93,ak,ak02239sl8i5,2022-03-12T23:07:54.320Z,"20 km S of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-12T22:55:22.959Z,62.6652,-150.0829,63.3,1.4,ml,,,,0.52,ak,ak02239sl0iv,2022-03-12T23:07:10.142Z,"24 km N of Chase, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-03-12T22:50:17.680Z,33.4373333,-116.6185,5.86,0.62,ml,30,44,0.05881,0.12,ci,ci40206248,2022-03-14T17:05:37.740Z,"14km SSE of Anza, CA",earthquake,0.16,0.34,0.118,12,reviewed,ci,ci
2022-03-12T22:36:41.660Z,46.84766666666667,-121.76233333333333,0.86,0.66,ml,13,87,0.02347,0.07,uw,uw61822106,2022-03-15T18:14:49.320Z,"22 km ENE of Ashford, Washington",earthquake,0.22,0.66,0.3469983094775949,5,reviewed,uw,uw
2022-03-12T22:22:41.540Z,35.6491667,-117.4975,6.38,1.7,ml,36,70,0.06883,0.13,ci,ci40206232,2022-03-14T16:42:18.800Z,"16km SSW of Searles Valley, CA",earthquake,0.15,0.43,0.144,26,reviewed,ci,ci
2022-03-12T22:20:17.030Z,38.8230019,-122.7676697,2.26,0.85,md,11,161,0.007661,0.02,nc,nc73704826,2022-03-12T23:18:15.429Z,"4km W of Cobb, CA",earthquake,0.48,0.83,,1,automatic,nc,nc
2022-03-12T22:18:20.948Z,-21.0371,-68.7526,105.43,4.1,mb,,54,0.686,0.89,us,us6000h43e,2022-03-12T23:34:15.040Z,"158 km N of Calama, Chile",earthquake,2.6,7.5,0.166,10,reviewed,us,us
2022-03-12T22:11:00.043Z,5.0615,126.9988,51.18,4.3,mb,,124,2.444,0.5,us,us6000h43d,2022-03-12T23:22:16.040Z,"170 km SSE of Pondaguitan, Philippines",earthquake,5.3,9.6,0.102,27,reviewed,us,us
2022-03-12T22:04:34.657Z,62.2262,-151.6145,85.3,1.6,ml,,,,0.92,ak,ak02239sa3s6,2022-03-12T22:09:11.790Z,"28 km NNW of Skwentna, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-12T21:49:46.540Z,38.5915,-122.3885,5.39,1.53,md,52,108,0.03968,0.13,nc,nc73704821,2022-03-15T19:39:14.242Z,"6km ENE of Angwin, CA",earthquake,0.2,0.32,0.22,26,reviewed,nc,nc
2022-03-12T21:48:39.758Z,64.8366,-167.4426,11.81,3.1,mb_lg,,232,0.93,0.71,us,us6000h43a,2022-03-12T22:53:01.040Z,"55 km SSW of Port Clarence, Alaska",earthquake,5.4,3.7,0.161,10,reviewed,us,us
2022-03-12T21:47:22.420Z,-15.9133,168.3123,265.11,4.4,mb,,169,1.164,0.56,us,us6000h436,2022-03-12T22:43:47.040Z,"98 km ENE of Lakatoro, Vanuatu",earthquake,5,7.8,0.115,22,reviewed,us,us
2022-03-12T21:38:47.563Z,31.6678,-104.4169,10.42,2.5,ml,,62,0.071,0.35,us,us6000h433,2022-03-12T22:37:53.040Z,"56 km S of Whites City, New Mexico",earthquake,2,7.1,0.069,50,reviewed,us,us
2022-03-12T21:11:30.667Z,31.67404095,-104.401896,7.905419922,3.3,ml,10,126,0.08446708631,0.3,tx,tx2022ezne,2022-03-13T21:15:00.171Z,"55 km S of Whites City, New Mexico",earthquake,1.344442851,1.66053511,0.2,7,reviewed,tx,tx
2022-03-12T20:38:33.900Z,34.026,-117.1585,10.43,0.94,ml,37,115,0.03942,0.13,ci,ci40206176,2022-03-14T16:32:56.730Z,"4km SE of Redlands, CA",earthquake,0.17,0.32,0.093,16,reviewed,ci,ci
2022-03-12T20:35:48.810Z,38.8293343,-122.8538361,1.54,0.86,md,11,126,0.00297,0.02,nc,nc73704811,2022-03-12T21:53:22.914Z,"10km NW of The Geysers, CA",earthquake,0.4,0.48,0.01,2,automatic,nc,nc
2022-03-12T20:32:49.219Z,60.3477,-141.6871,7.4,1,ml,,,,0.51,ak,ak02239r98yo,2022-03-12T21:28:29.019Z,"138 km SSE of McCarthy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-03-12T20:30:20.510Z,19.2266674041748,-155.399826049805,33.1100006103516,1.99,ml,43,149,,0.109999999,hv,hv72948102,2022-03-12T20:35:50.550Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.67,0.899999976,3.7,4,automatic,hv,hv
2022-03-12T20:22:52.926Z,-57.7151,-23.9727,10,5.2,mb,,70,7.811,0.75,us,us6000h42h,2022-03-12T20:42:11.040Z,"South Sandwich Islands region",earthquake,9.9,1.8,0.059,97,reviewed,us,us
2022-03-12T19:59:48.801Z,60.7797,-152.0345,88.4,5.1,ml,,,,0.75,ak,ak02239qtmiy,2022-03-15T20:09:59.532Z,"41 km WNW of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-03-12T19:56:34.450Z,19.1236667633057,-155.375,30.3899993896484,1.82000005,md,30,193,,0.109999999,hv,hv72948077,2022-03-12T20:00:01.730Z,"13 km SE of Pāhala, Hawaii",earthquake,0.76,1.04999995,1.07000005,8,automatic,hv,hv
2022-03-12T19:46:06.124Z,59.7392,-150.4554,31.9,1.8,ml,,,,0.59,ak,ak02239qqqys,2022-03-12T20:50:10.891Z,"31 km ESE of Fox River, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-12T19:35:30.570Z,38.8333333,-122.8171667,1.72,1.35,md,46,49,0.01137,0.03,nc,nc73704781,2022-03-15T23:48:12.797Z,"8km NW of The Geysers, CA",earthquake,0.12,0.2,0.149,15,reviewed,nc,nc
2022-03-12T19:33:00.438Z,62.9243,-150.8667,32.6,1.7,ml,,,,1.21,ak,ak02239qny7v,2022-03-12T19:46:40.005Z,"47 km N of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-12T19:32:49.610Z,36.107,-117.9246667,2.54,0.88,ml,10,214,0.0575,0.1,ci,ci40206120,2022-03-13T13:34:15.762Z,"7km NNE of Coso Junction, CA",earthquake,0.55,0.27,0.178,7,reviewed,ci,ci
2022-03-12T19:25:24.560Z,19.4536666870117,-155.496337890625,3.04999995231628,1.7,ml,32,83,,0.280000001,hv,hv72948052,2022-03-12T19:30:54.710Z,"27 km W of Volcano, Hawaii",earthquake,0.55,1.00999999,3.8,5,automatic,hv,hv
2022-03-12T19:21:59.050Z,37.4991667,-118.8471667,6.15,0.62,md,5,238,0.09183,0.01,nc,nc73704776,2022-03-12T21:27:13.763Z,"16km WSW of Toms Place, CA",earthquake,1.88,3.76,0.066,5,reviewed,nc,nc
2022-03-12T19:12:57.070Z,37.6445,-122.5173333,7.49,0.65,md,6,255,0.03453,0.02,nc,nc73704766,2022-03-13T19:33:10.837Z,"4km NW of Pacifica, CA",earthquake,1.03,0.52,0.127,5,reviewed,nc,nc
2022-03-12T19:07:33.620Z,19.1574993133545,-155.507507324219,34.7700004577637,1.87,md,33,156,,0.150000006,hv,hv72948042,2022-03-12T19:10:51.100Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.65,0.910000026,0.930000007,3,automatic,hv,hv
2022-03-12T19:04:28.280Z,19.1683330535889,-155.486663818359,32.0800018310547,1.93,ml,37,104,,0.119999997,hv,hv72948037,2022-03-12T19:10:00.000Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.69,0.810000002,4.5,5,automatic,hv,hv
2022-03-12T18:52:30.740Z,47.3103333,-113.9645,4.48,-0.71,md,8,113,0.105,0.07,mb,mb80540474,2022-03-14T16:42:23.090Z,"9 km E of Saint Ignatius, Montana",earthquake,0.5,1.99,0.008,2,reviewed,mb,mb
2022-03-12T18:49:52.530Z,35.6658333,-117.465,7.74,-0.08,ml,5,182,0.07919,0.13,ci,ci37490597,2022-03-13T15:44:18.396Z,"13km SSW of Searles Valley, CA",earthquake,0.64,1.42,0.121,2,reviewed,ci,ci
2022-03-12T18:49:07.030Z,35.6251667,-117.5363333,12.45,0.3,ml,7,195,0.07168,0.11,ci,ci40206088,2022-03-13T15:42:14.024Z,"13km E of Ridgecrest, CA",earthquake,1.79,0.73,0.047,4,reviewed,ci,ci
2022-03-12T18:47:08.790Z,38.7476667,-112.5665,1.22,0.89,ml,8,187,0.1666,0.15,uu,uu60485487,2022-03-14T15:53:20.860Z,"12 km WSW of Kanosh, Utah",earthquake,0.87,31.61,0.3,2,reviewed,uu,uu
2022-03-12T18:45:18.710Z,39.4205,-110.3036667,-2.68,1.66,md,8,198,0.01699,0.13,uu,uu60485482,2022-03-14T15:46:07.510Z,"16 km SSE of Sunnyside, Utah",earthquake,1.05,2.53,0.073,7,reviewed,uu,uu
2022-03-12T18:41:29.970Z,47.373,-113.7361667,3.95,-0.19,md,7,152,0.224,0.17,mb,mb80540469,2022-03-14T16:38:17.320Z,"17 km S of Condon, Montana",earthquake,0.68,12.26,,1,reviewed,mb,mb
2022-03-12T18:40:25.459Z,61.8031,-150.4266,20,1.3,ml,,,,0.87,ak,ak02239q42k1,2022-03-12T18:55:58.006Z,"21 km WNW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-12T18:39:53.880Z,33.6803333,-116.7111667,15.52,0.26,ml,16,97,0.03086,0.11,ci,ci40206080,2022-03-14T15:15:29.333Z,"7km S of Idyllwild, CA",earthquake,0.34,0.42,0.188,8,reviewed,ci,ci
2022-03-12T18:33:33.200Z,35.8618333,-117.6915,6.51,0.41,ml,15,77,0.07988,0.08,ci,ci40206064,2022-03-14T16:25:46.869Z,"21km ESE of Little Lake, CA",earthquake,0.15,0.38,0.04,4,reviewed,ci,ci
2022-03-12T18:30:46.830Z,35.5123333,-118.3836667,5.88,2.05,ml,34,34,0.1672,0.16,ci,ci40206056,2022-03-13T13:35:08.764Z,"13km SE of Bodfish, CA",earthquake,0.24,1.24,0.255,28,reviewed,ci,ci
2022-03-12T18:21:24.750Z,35.5063333,-118.3936667,6.4,1.71,ml,36,64,0.1693,0.13,ci,ci40206048,2022-03-14T16:19:46.648Z,"13km SE of Bodfish, CA",earthquake,0.15,0.63,0.191,31,reviewed,ci,ci
2022-03-12T18:19:50.163Z,-27.0449,-175.9833,10,5.3,mb,,55,2.793,0.75,us,us6000h41l,2022-03-15T14:16:21.040Z,"Kermadec Islands region",earthquake,9.4,1.8,0.042,196,reviewed,us,us
2022-03-12T18:15:53.660Z,52.3115,-174.167166666667,2.94,0.2,ml,6,166,,0.19,av,av91510666,2022-03-14T19:04:15.900Z,"13 km N of Atka, Alaska",earthquake,0.61,1.23,0.111936058488976,6,reviewed,av,av
2022-03-12T17:39:10.549Z,62.9899,-150.9121,118.3,1.5,ml,,,,0.42,ak,ak02239pie2l,2022-03-12T17:41:46.704Z,"55 km N of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-12T17:29:01.590Z,33.9401667,-116.7598333,15.31,2.39,ml,107,19,0.03318,0.16,ci,ci40206016,2022-03-14T16:09:00.810Z,"4km NE of Cabazon, CA",earthquake,0.1,0.28,0.148,123,reviewed,ci,ci
2022-03-12T17:12:06.210Z,36.3171667,-89.5341667,9.82,1.21,md,15,86,0.02727,0.06,nm,nm60376277,2022-03-14T18:27:40.340Z,"7 km NW of Ridgely, Tennessee",earthquake,0.47,0.53,0.128,9,reviewed,nm,nm
2022-03-12T17:03:23.656Z,45.7231,6.2935,10,4.5,mb,,84,0.723,1.01,us,us6000h41e,2022-03-14T04:00:41.035Z,"3 km S of Faverges, France",earthquake,4.2,1.9,0.144,14,reviewed,us,us
2022-03-12T16:39:27.536Z,14.1892,-91.2015,74.47,4.2,mb,,150,1.408,0.91,us,us6000h41d,2022-03-12T17:43:49.040Z,"10 km E of Nueva Concepción, Guatemala",earthquake,8.3,11.4,0.087,37,reviewed,us,us
2022-03-12T16:35:07.070Z,63.4568,-146.0392,0,1.6,ml,,,,0.74,ak,ak02239ow3c4,2022-03-12T17:05:59.282Z,"46 km NNW of Paxson, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-12T16:14:39.890Z,19.2446670532227,-155.398498535156,29.6100006103516,2.31,ml,47,135,,0.140000001,hv,hv72947917,2022-03-12T16:20:10.470Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.59,0.910000026,3.39,7,automatic,hv,hv
2022-03-12T16:04:55.590Z,46.8825,-112.5125,15.44,1.2,ml,14,64,0.045,0.16,mb,mb80540454,2022-03-14T16:32:55.680Z,"15 km ESE of Lincoln, Montana",earthquake,0.47,0.39,0.176,4,reviewed,mb,mb
2022-03-12T15:46:38.626Z,-5.3569,146.7045,169.4,4.4,mb,,84,3.357,0.56,us,us6000h416,2022-03-12T17:53:41.040Z,"102 km E of Madang, Papua New Guinea",earthquake,9.5,8.2,0.11,24,reviewed,us,us
2022-03-12T15:43:45.810Z,51.7973333333333,-178.798333333333,7.01,0.58,ml,5,106,,0.08,av,av91510506,2022-03-14T18:49:06.780Z,"149 km W of Adak, Alaska",earthquake,0.48,0.64,0.119305126152933,5,reviewed,av,av
2022-03-12T15:41:37.730Z,35.5096667,-118.3915,6.75,1.58,ml,25,65,0.1879,0.09,ci,ci40205960,2022-03-12T17:29:08.274Z,"13km SE of Bodfish, CA",earthquake,0.17,31.61,0.274,25,reviewed,ci,ci
2022-03-12T15:40:31.310Z,34.0261667,-117.1555,9.63,1.28,ml,56,59,0.03697,0.17,ci,ci40205944,2022-03-14T15:42:47.890Z,"4km SE of Redlands, CA",earthquake,0.16,0.3,0.141,36,reviewed,ci,ci
2022-03-12T15:39:16.836Z,37.1262,-115.3232,12.4,1,ml,16,129.31,0.522,0.1508,nn,nn00835268,2022-03-14T20:46:58.002Z,"30 km SSW of Alamo, Nevada",earthquake,,6.3,0.23,9,reviewed,nn,nn
2022-03-12T15:39:06.440Z,35.5095,-118.39,4.85,2.21,ml,36,32,0.1878,0.13,ci,ci40205936,2022-03-12T17:30:09.450Z,"13km SE of Bodfish, CA",earthquake,0.19,1.4,0.196,26,reviewed,ci,ci
2022-03-12T15:34:48.460Z,36.019,-117.8025,2.29,-0.01,ml,6,101,0.03082,0.03,ci,ci37490661,2022-03-14T15:09:22.300Z,"13km NE of Little Lake, CA",earthquake,0.15,0.35,0.236,3,reviewed,ci,ci
2022-03-12T15:34:27.450Z,35.676,-117.4735,4.18,-0.19,ml,6,151,0.08978,0.11,ci,ci37490653,2022-03-14T15:06:06.287Z,"12km SSW of Searles Valley, CA",earthquake,0.71,1.1,0.036,1,reviewed,ci,ci
2022-03-12T15:34:26.330Z,36.0158333,-117.8076667,3.66,0.44,ml,8,77,0.03329,0.14,ci,ci40205928,2022-03-14T15:03:46.430Z,"12km NE of Little Lake, CA",earthquake,0.32,31.61,0.207,3,reviewed,ci,ci
2022-03-12T15:25:32.760Z,39.939,-123.2903333,0.99,2.02,md,20,51,0.07533,0.15,nc,nc73704711,2022-03-15T19:29:17.179Z,"17km NNW of Covelo, CA",earthquake,0.24,0.42,0.249,29,reviewed,nc,nc
2022-03-12T15:25:26.801Z,37.1343,-115.3207,9.6,2,ml,29,119.16,0.347,0.1837,nn,nn00835265,2022-03-14T17:35:25.869Z,"29 km SSW of Alamo, Nevada",earthquake,,4,0.46,18,reviewed,nn,nn
2022-03-12T15:19:14.230Z,19.3176,-67.0083,7,3.63,md,26,215,0.8563,0.47,pr,pr2022071002,2022-03-12T16:29:16.539Z,"90 km N of Isabela, Puerto Rico",earthquake,1.66,1.79,0.08,21,reviewed,pr,pr
2022-03-12T15:16:21.310Z,44.096,-110.7578333,8.69,0.7,md,9,74,0.04373,0.13,uu,uu60485472,2022-03-14T15:44:01.630Z,"44 km NNE of Alta, Wyoming",earthquake,0.48,1.12,0.344,4,reviewed,uu,uu
2022-03-12T15:08:21.220Z,34.0046667,-116.8768333,13.61,1.09,ml,57,29,0.06492,0.16,ci,ci40205912,2022-03-14T15:28:18.323Z,"9km N of Banning, CA",earthquake,0.15,0.35,0.16,31,reviewed,ci,ci
